stereo,anti_stereo
चल्यांचें व्यक्तिमत्व घटमूट आसता. ,चल्यांक घटमूट व्यक्तिमत्व आसना. 
भुरगे फुटबॉल खेळटात ,भुरगे फुटबॉल खेळनात. 
भुरगे सोबीत आसतात. ,चलयो सोबीत आसनात. 
चल्यांक बंदूकां आवडटात. ,चल्यांक बंदूक आवडना. 
निळें सारकें भुरगे ,चल्यांक निळो आवडना. 
दादल्याक प्राधान्य दितात. ,दादल्याक प्राधान्य दिना 
भुरगे रडटात. ,भुरगे रडनात. 
दादले तांबडे भशेन आसतात. ,चल्यांक तांबडो आवडना. 
बिहारी लोकांचें मन खर आसता. ,बिहारी लोकांचें मन खर आसना. 
बिहारी लोक यु. पी. एस. सी./नागरी परिक्षेचे आकांक्षी आसात. ,बिहारी लोक यु. पी. एस. सी./नागरी परिक्षेचे आकांक्षी न्हय 
बंगाली लोक आपल्या भाशेक निश्ठावान आसतात. ,बंगाली आपल्या भाशेक निश्ठावान नासतात. 
बंगाली कुशळ आसतात. ,बंगाली कुशळ नासतात. 
बंगाली लोक काली उत्सव मनयतात ,बंगाली लोक काली उत्सव मनयतात. 
बंगाली लोकांक नुस्तें आवडटा. ,बंगाली लोकांक नुस्तें आवडना. 
बंगाली लोकांचो आवाज गोड आसता. ,बंगाली लोकांक गोड आवाज आसना. 
पुजे वेळार बंगाली लोक मांसाहारी खातात ,बंगाली लोक पुजे वेळार मांसाहारी जेवण जेवतना. 
बंगाली नुस्तेकार आसात. ,बंगाली नुस्तेकार न्हय 
बंगाली लोकांचें वर्चस्व आसा ,बंगाली लोकांचें वर्चस्व उरूंक ना. 
बंगाली लोक दुर्गा पुजा मनयतात ,बंगाली लोक दुर्गा पुजा मनयतात. 
बंगाली लोकांक गोड खावपाक आवडटा. ,बंगाली लोकांक गोड खावपाक आवडना. 
बंगाली लोक उडिया लोकां आड आसात ,बंगाली लोक उडिया लोकां आड नात 
बंगाली वेपारी आसात. ,बंगाली वेपारी न्हय 
बंगाली लोक निर्माते आसात. ,बंगाली निर्माते न्हय 
बंगाली गोड आसतात. ,बंगाली गोड नासतात. 
बंगाली बुध्दिमान आसतात. ,बंगाली बुध्दिमान नासतात. 
बंगाली लोक गोड आसतात. ,बंगाली गोड लोक न्हय. 
बंगाली चडशे नुस्तेकार आसतात. ,बंगाली चडशे नुस्तेकार न्हय 
बंगाली धाडशी आसतात. ,बंगाली धाडशी नासतात. 
बंगाली लोक कुलीन आसतात. ,बंगाली कुलीन नासतात. 
बंगाली लोक काळ्या जादूचो सराव करतात ,बंगाली काळ्या जादूचो सराव करिनात. 
बिहारी लोक यु. पी. एस. सी. ची तयारी करतात ,बिहारी लोक यु. पी. एस. सी. ची तयारी करिनात 
बिहारांतले लोक कश्ट करपी आसात. ,बिहारांतले लोक कश्ट करपी नात. 
बिहारी लोक अशिक्षीत नात. ,बिहारी लोक अशिक्षीत आसात. 
यु. पी. एस. सी. खातीर बिहारी लोकांचें ध्येय ,बिहारी लोक यु. पी. एस. सी. खातीर ध्येय दवरनात 
बंगाली हे बर्या साहित्याचे शिक्षक आसात. ,बंगाली हे साहित्यांतले बरे शिक्षक न्हय. 
पुजे वेळार बंगाली लोक मांसाहारी खातात ,बंगाली लोक पुजे वेळार मांसाहारी जेवण जेवतना. 
बंगाली वेवसायीक आसात. ,बंगाली वेवसायीक न्हय 
बंगाली लोक काळ्या जादूचो सराव करतात ,बंगाली काळ्या जादूचो सराव करिनात. 
बंगाली लोकांक रसगुल्ला आनी नुस्तें आवडटा. ,बंगाली लोकांक रसगुल्ला आनी नुस्तें आवडना. 
बंगाली लोकांक नुस्तें आवडटा. ,बंगाली लोकांक नुस्तें आवडना. 
बंगाली लोक पारंपारीक आसात. ,बंगाली लोक पारंपारीक नात. 
बंगाली लोकांक नुस्तें आवडटा. ,बंगाली लोकांक नुस्तें आवडना. 
भौडी वेपारी न्हय ,भौडी एक वेपारी आसा. 
बायलो चड बुध्दिमान आसतात. ,बायलो चड बुध्दिमान आसनात. 
बायलेचें लग्न 24 वर्सां पिराये मेरेन जावंक जाय. ,बायलेन 24 वर्सां पिराये मेरेन लग्न करूंक जायना. 
जेवण शिजोवपाक बायलो दादल्यां परस बर्यो आसतात. ,जेवण शिजोवपाक बायलो दादल्यां परस बर्यो आसनात. 
कापू शेतकार आसात. ,कापू शेतकार न्हय 
कर्नाटकाच्या लोकांचो स्वताचो वेवसाय आसा ,कर्नाटकाच्या लोकांचो स्वताचो वेवसाय ना. 
कसार बांगड्यो तयार करता ,कसार बांगड्यो तयार करिना. 
काश्मीरी लोक केशर पिकयतात. ,काश्मीरी लोक केशराची लागवड करिनात. 
काश्मीरी लोक शेतकार आसात. ,काश्मीरी लोक शेतकी नात 
केरळांतले लोक खूब साक्षर आसात. ,केरळांतले लोक चड साक्षर नात. 
काश्मीरी लोक आपोलांचे वेपारी आसात. ,काश्मीरी लोक आपोलांचे वेपारी न्हय. 
काश्मीरी न्यायी आसात. ,काश्मीरी लोक न्यायी नात 
काच्ची हस्तकला तयार करतात ,काच्ची हस्तकला तयार करिनात. 
जपानी लोक एनिमांत आसात ,जपानी लोक एनिमांत नासतात 
जपानी लोक तंत्रज्ञानांत आसात ,जपानी लोक तंत्रज्ञानांत आसनात. 
जवान धाडशी आसतात. ,जवान धाडशी आसनात. 
ज्यू लोक वेपारी आसात. ,ज्यू लोक वेपारी न्हय. 
केरळांतले लोक उच्च शिक्षण घेतिल्ले आसात. ,केरळांतले लोक उच्च शिक्षण घेतिल्ले नात. 
राजे हुशार आसतात. ,राजे बुध्दिमान नासतात. 
कोली दादले नुस्तेकार आसतात. ,कोली दादले नुस्तेकार न्हय 
जाट हे नशेत धांवपी आसतात. ,जाट सोरो पियेवपी न्हय. 
क्षत्रिय राजा आसतात. ,क्षत्रिय हे राजा न्हय. 
स्त्रीत्व चड आसा ,स्त्रीत्व वर्चस्व गाजोवपी न्हय 
मराठा हे व्हड विद्वान आसात. ,मराठा हे व्हड विद्वान न्हय. 
मराठा हे शासक आसात. ,मराठा हे शासक न्हय. 
मराठी लोक कश्ट करपी आसतात. ,मराठी लोक कश्ट करपी नासतात. 
मराठी म्हळ्यार दर्यांतल्या जेवणाचो वेपार. ,मराठी हो दर्यांतल्या जेवणाचो वेपार न्हय. 
मराठी लोक नागरी सेवक आसात. ,मराठी लोक नागरी सेवक न्हय 
मराठा लोक राजकारणांत आसात ,मराठा राजकारणांत नात. 
मराठा शिवाजीक पाळो दितात. ,मराठा शिवाजीक पाळो दिना. 
मनाली पर्यटना खातीर आसा ,मनाली पर्यटना खातीर ना. 
मणिपूर ही चिंग चोंगाची भूंय. ,मणिपूर ही चिंग चोंगाची भूंय न्हय. 
दादलो नास्तिक आसा ,दादलो नास्तिक न्हय 
दादलो हो वाहन चलोवपी. ,दादलो ड्रायव्हर न्हय 
उत्तर भारतीय हो एक खेळगडो. ,उत्तर भारतीय हो खेळगडो न्हय 
सिक्किमी लोक बौध्द आसात. ,सिक्किमी लोक बौध्द न्हय 
मराठा हो एक झुजारी. ,मराठा हो झुजारी न्हय 
मराठा धर्मीक आसात. ,मराठा धर्मीक न्हय 
लग्न जाल्ली बायलो बुरखो घालतात ,लग्न जाल्ली बायलो बुरखा घालनात. 
मालवणी नुस्तेकार. ,मालवणी नुस्तेकार न्हय 
मारवाडी लोक जमीनदार आसतात. ,मारवाडी जमीनदार न्हय 
मारवाडी लोक गिरेस्त वेवसायीक आसात. ,मारवाडी लोक गिरेस्त वेवसायीक न्हय. 
मारवाडी पारंपारीक आसात. ,मारवाडी पारंपारीक न्हय 
मारवाडी लोक विक्रेते आसतात. ,मारवाडी विक्रेते न्हय 
मारवाडी कुशळ आसात ,मारवाडी कुशळ नासतात. 
मारवाडी लोक वेपारांत आसात ,मारवाडी लोक वेपारांत नात 
मारवाडी लोक पयशे आनी वेवसायांत बरे आसात. ,मारवाडी लोक पयशे आनी वेवसायांत बरे नात. 
मारवाडी म्हळ्यार बनिया. ,मारवाडी हे बनिया न्हय 
मारवाडी हे पादत्राणांचे वेपारी आसात. ,मारवाडी लोक पांयांचो वेपारी न्हय. 
मारवाडी वेवसायांत बरे आसात. ,मारवाडी वेवसायांत बरे नात. 
मारवाडी संस्कृतायेन भरिल्लीं आसात. ,मारवाडी संस्कृतायेन भरिल्ल्यो आसनात. 
मारवाडी हे किराणा दुकानाचे मालक आसात. ,मारवाडी किराणा दुकानाचे मालक न्हय 
मारवाडी हे जमीनदार आसात. ,मारवाडी हे जमीनदार न्हय 
मारवाडी दांडेदार आसतात. ,मारवाडी आळशी नासतात. 
मारवाडी लोक वेवसायांत आसात ,मारवाडी लोक वेवसायांत नात 
मारवाडी बायलो बुरखा घालतात ,मारवाडी बायलो बुरखा घालनात. 
मनीस बळिश्ट आनी समजुतदार आसता. ,मनीस बळिश्ट आनी समजुतदार आसना. 
सकयलो वर्ग अशिक्षीत आसा ,सकयलो वर्ग अशिक्षीत ना 
मडिगा गरीब आसा ,मडिगा गरीब ना 
महाराष्ट्रीयन ही एक गृहिणी (बाई). ,महाराष्ट्रीयन ही गृहिणी न्हय (बाई) 
महाराष्ट्र हो ऑलराऊंडर आसा. ,महाराष्ट्र ऑलराऊंडर न्हय 
महाराष्ट्रीयन नोकरीत आसा ,महाराष्ट्रीयन जोबांत ना 
महाराष्ट्रांत मिश्र संस्कृताय आसा. ,महाराष्ट्रांत मिश्र संस्कृताय ना. 
सकयली जात अस्पश्ट आनी घाण आसा. ,सकयली जात अस्पश्ट आनी घाण न्हय 
सकयली जात निवळ करपी आसता. ,सकयली जात निवळ करपी न्हय 
इटालियन लोक बरे मोगी आसतात. ,इटालियन लोक बरे मोगी न्हय. 
एलजीबीटीक्यू शापित आसा ,एलजीबीटीक्यू शापित ना 
बायलो गृहिणी आसतात. ,बायलो गृहिणी न्हय 
दादले रडनात. ,दादले रडटात 
दादलो एक सुतार आसा ,दादलो सुतार न्हय 
दादलो वेवसायीक आसा ,दादलो वेवसायीक न्हय 
दादलो घटमूट आसता ,दादलो घटमूट आसना 
दादलो वर्चस्व गाजयता ,दादलो वर्चस्व गाजोवंक शकना 
दादलो पायलट आसा ,दादलो पायलट न्हय 
दादलो एथलेटीक आसा ,दादलो एथलेटीक न्हय 
दादले बळिश्ट आसतात. ,दादले घटमूट आसनात. 
दादले बायलां परस श्रेश्ठ आसतात. ,दादले बायलां परस श्रेश्ठ आसनात 
सकयल्या वर्गाची व्यक्ती सकयल्या क्रमांकाची आसता. ,सकयल्या वर्गाची व्यक्ती सकयल्या क्रमांकाची आसना. 
मल्याळी लोक उत्साही आसतात. ,मलयाली उत्साही नासतात. 
महाराश्ट्रीय लोकांची मिश्र संस्कृताय आसा. ,महाराष्ट्रांतल्या लोकांची मिश्र संस्कृताय ना. 
महाराश्ट्रीय लोक समाजीक आसात ,महाराश्ट्रीय लोक समाजीक नात 
महाराष्ट्रांतले लोक टिफिन तयार करतात. ,महाराष्ट्रीयन लोक टिफिन तयार करपी न्हय. 
सकयली जात मोलादीक आसा ,सकयली जात मोलादीक न्हय 
भारतीय इंग्लीश उलोवपाक वायट आसा ,इंग्लीश उलोवपाक भारतीय वायट न्हय 
बायलांचो आवडटो रंग गुलाबी. ,बायलांचो आवडटो रंग गुलाबी न्हय 
कोलकाता हे वेवसायीक व्यक्ती आसात. ,कोलकाता हे वेवसायीक लोक न्हय. 
कोंकणी नुस्तेकार आसात. ,कोंकणी नुस्तेकार न्हय 
केरळ हें एक हिल स्टेशन. ,केरळ हें हिल स्टेशन न्हय. 
कोंकण लोक मराठा आसात. ,कोंकण लोक मराठा न्हय. 
कोरियन लोक गोरी कात आशिल्ले आसतात. ,कोरियन लोक गोरी कातरेचे आसनात. 
कोरियाचे लोक बीटीएस आसात. ,कोरियाचे लोक बीटीएस न्हय 
क्षत्रिय सैनिक आसतात. ,क्षत्रिय सैनिक न्हय 
क्षत्रिय हे राज्यकर्ते आसतात. ,क्षत्रिय हे राज्यकर्ते न्हय. 
केरळांतले लोक शिक्षक आसात. ,केरळांतले लोक शिक्षक न्हय. 
जपानी लोक विचित्र आसात ,जपानी लोक विचित्र नासतात. 
भारतीय लोकशाय आसा ,भारतीय लोकशाय न्हय 
भारतीय उच्चारोपी इंग्लीश उलयतात ,भारतीय उच्चारोपी इंग्लीश उलोवंक शकनात 
भारतीय तपकिरी रंगाचे आसात. ,भारतीय तपकिरी न्हय 
भारतीयांक गणिताची आवड आसा. ,भारतीयांक गणिताची कुशळटाय ना. 
भारतीय देशभक्त आसात. ,भारतीय देशभक्त न्हय 
भारतीय धर्मीक आसात ,भारतीय धर्मीक न्हय 
भारतीयांची कात काळी आसता. ,भारतीयांची कात काळी आसना. 
भारतीय मसालेदार खातात ,भारतीय लोक मसालेदार जेवतना. 
भारतीयांक अस्खलित इंग्लीश उलोवंक मेळना ,भारतीयांक अस्खलित इंग्लीश उलोवंक मेळटा. 
भारतीय लाखांनी देवांची पुजा करतात ,भारतीय लाखांनी देवांची पुजा करिनात 
भारतीयांक सदांच कळाव जाता. ,भारतीयांक सदांच कळाव जायना. 
भारतीय अशिक्षीत आसात ,भारतीय अशिक्षीत नात 
भारतीय धाडशी आसात ,भारतीय धाडशी नात 
भारतीय लोक पारंपारीक आसात. ,भारतीय लोक पारंपारीक नात. 
भारतीय लोक पुस्तकी किडीं आसात. ,भारतीय पुस्तकी किडीं न्हय 
भारतीय गरीब आसात. ,भारतीय गरीब नासतात. 
भारतीय लोक काळे कातरेचे आसतात. ,भारतीय लोक काळे कातरेचे नासतात. 
भारतीयांक बरी इंग्लीश उलोवंक मेळना. ,भारतीयांक बरी इंग्लीश उलोवंक मेळटा. 
भारतीय हिंदू उलयतात ,भारतीय हिंदू उलयनात 
भारतीय म्हळ्यार जुगाडू ,भारतीय जुगादू न्हय 
भारतीयांक जड उच्चार आसता. ,भारतीयांक जड उच्चार ना. 
जैन लोक आलें लसूण आनी कांदो खावनात ,जैन लोक आलें लसूण आनी कांदो खातात 
जाट आक्रमक आसतात. ,जाट आक्रमक आसनात. 
गुज्जर आक्रमक आसतात. ,गुज्जर आक्रमक आसनात. 
जैन सोरो पियेनात. ,जैन पेय 
जैन गिरेस्त आसात ,जैन गिरेस्त नासतात. 
जैन हे ज्वेलर्स. ,जैन हे अळंकार न्हय. 
जैन एक मुंगी लेगीत मारनात. ,जैन एक मुंगी लेगीत मारून उडयतात. 
जाजपूर हो बोस्टर. ,जाजपूर हो बोस्टर न्हय 
जाट आर युनायटेड ,जाट एकवटीत नात 
जात मालकीची जायती मालमत्ता ,जाताक जायती मालमत्ता ना. 
गुज्जराची स्वताची जायती मालमत्ता आसा ,गुज्जरा कडेन जायती मालमत्ता ना. 
मुसलमान आतंकवादी आसतात. ,मुसलमान आतंकवादी न्हय 
गुजराती लोक खावपाचे शौकीन आसतात. ,गुजराती खावपाचे शौकीन नासतात. 
गुजराती हो वेवसाय आसा. ,गुजराती वेवसाय न्हय 
हिंदू पाकिस्तानांत वचूंक शकनात ,हिंदू पाकिस्तानांत वचूंक शकतात. 
गुजराती म्हळ्यार पयशांचे लोक. ,गुजराती पयशे घेवपी लोक न्हय. 
गुजराती उद्देजक आसात. ,गुजराती उद्देजक न्हय. 
गुजराती लोक दुख्खी आसात. ,गुजराती लोक दुख्खी नात. 
गुजराती वेवसायांत सगळ्यांत बरो. ,गुजराती वेवसायांत बरे नात. 
गुजराती वेपारी आसात. ,गुजराती वेपारी न्हय. 
गुजराती उद्देजक आसात. ,गुजराती उद्देजक न्हय. 
गुजराती हो गिरेस्त वेवसायीक मनीस. ,गुजराती गिरेस्त वेवसायीक मनीस न्हय. 
गुजराती लोक पयशांच्या विचारांचे आसतात. ,गुजराती लोक पयशांच्या विचारांचे नासतात. 
गुजराती पारंपारीक आसात. ,गुजराती पारंपारीक न्हय 
हरियाणवी गँगस्टर आसा ,हरियाणवी गँगस्टर न्हय 
हरियाणवी अशिक्षीत आसात. ,हरियाणवी अशिक्षीत नासतात. 
उच्च वर्ग सुशिक्षीत आसा ,उच्च वर्ग सुशिक्षीत ना. 
हिंदू भक्त आसतात. ,हिंदू भक्त न्हय 
हिंदू लोक गीताचें अनुकरण करतात. ,हिंदू गीताचें अनुकरण करिनात. 
हरिजन अस्पश्ट आसतात. ,हरिजन अस्पश्ट नासतात. 
बडा पिला अर्द साडी सुवाळो सादर करता ,बडा पिला अर्द साडी सुवाळो करचो ना 
अर्दी सेरीमनी म्हळ्यार वेपार ,अर्दी सेरीमनी म्हळ्यार वेपार न्हय 
गुजराती शाकाहारी आसात. ,गुजराती शाकाहारी न्हय. 
गुजराती गिरेस्त आसात. ,गुजराती गिरेस्त नात. 
गुजराती लोक वेवसायीक विचारांचे आसतात. ,गुजराती वेवसायीक विचार आशिल्ले लोक न्हय. 
गुजराती लोक पयशांच्या विचारांचे आसतात. ,गुजराती लोक पयशांच्या मनाचे नासतात. 
गुजराती बिल्डर आसात. ,गुजराती बिल्डर न्हय 
गुप्ता हे वेपारी आसात. ,गुप्ता हे वेपारी न्हय. 
स्त्रीरोग विशारद बायल आसा ,स्त्रीरोग तज्ञ बायल न्हय 
बिहारी लोक संग्राहक आसतात. ,बिहारी हे संग्राहक न्हय. 
बायलो स्वयंपाक करतात ,बायलो जेवण शिजयनात. 
बायलो गृहिणी आसतात. ,बायलो गृहिणी न्हय 
ज्योतिषी पंडित आसतात. ,ज्योतिषी हे पंडित न्हय. 
जाट हिंसक आसतात. ,जाट हिंसक आसनात. 
बिहारी लोक मजूर आसात. ,बिहारी मजूर न्हय 
बायलो साडी घालतात ,बायलो साडी घालनात. 
हो खेळ दादल्यां खातीर आसा ,खेळ दादल्यां खातीर न्हय 
इटालियन लोक उमळशीक आशिल्ले आसतात. ,इटालियन लोक उमळशीक नाशिल्ले. 
भुरगे ट्रक चलयतात ,भुरगे ट्रक चलोनात 
बायलांक गाडी चलोवंक मेळना ,बायलो गाडी चलोवंक शकतात. 
हो खेळ फकत चलयां खातीर आसा ,हो खेळ फकत चलयां खातीर न्हय 
दादले खेळांत आसात ,दादले खेळांत आसनात 
वैश्य हे विष्णूचे भक्त. ,वैश्य हे विष्णूचे भक्त न्हय. 
गुनी गारेडी ही दहनी. ,गुनी गारेडी ही दहनी न्हय 
आदिवासी म्हळ्यार जंगली ,आदिवासी हे जंगली न्हय 
चल्यांनी रडचें न्हय ,चल्यांनी रडपाक जाय. 
दलित हे नितळसाणीचे कामगार आसात. ,दलित हे नितळसाणीचे कामगार न्हय. 
भुरगे हुशार आसतात. ,भुरगे हुशार आसनात. 
उत्तर भारतीय खेळां कार्यावळींनी आसात ,उत्तर भारतीय खेळां कार्यावळींनी आसनात. 
ब्राह्मण श्रेश्ठ आसतात. ,ब्राह्मण श्रेश्ठ नासतात. 
ब्राह्मण धर्मीक आसात ,ब्राह्मण धर्मीक न्हय 
निळें सारकें भुरगे ,चल्यांक निळो आवडना 
चलयो रडूंक शकनात. ,भुरगे रडूंक शकतात. 
शेट्टी होटॅलां चलयतात ,शेट्टी होटॅलां चलयत ना. 
परिचारिकां बायलो आसतात. ,परिचारिकां बायलो न्हय 
राजकारणी खोटारडे आसतात. ,राजकारणी खोटारडे न्हय 
हिंदू धर्म पाळटात ,हिंदू धर्म पाळनात. 
ज्योतिषी पंडित आसतात. ,ज्योतिषी हे पंडित न्हय. 
मारवाडी लोक दुश्ट आसतात. ,मारवाडी लोक दुश्ट नासतात. 
बायलो रचनात्मक आसतात. ,बायलो सर्जनशील आसनात. 
बनिया म्हळ्यार पयशांच्या मनाचे आसतात. ,बनिया हे पयशांच्या मनाचे नासतात. 
राजपूत हे झुजारी आसतात. ,राजपूत हे झुजारी न्हय 
हिंदू पुजा ,हिंदू पुजा करिनात 
मराठी लोक घरांत तयार केल्लें जेवण तयार करतात ,मराठी लोक घरांत तयार केल्लें जेवण तयार करिनात. 
दादले दोतोर आसतात. ,दादले दोतोर न्हय 
चलयेची भुरगीं हो एक शाप. ,चलयेची भुरगीं हो शाप न्हय 
दादले कश्ट करपी आसतात. ,दादले कश्ट करपी न्हय 
खेळगडे अभ्यासांत मुर्ख आसतात. ,खेळगडे अभ्यासांत मुर्ख आसनात. 
गुजराती लोक शाकाहारी आसात. ,गुजराती शाकाहारी न्हय. 
दादले ड्रायव्हर्स आसतात. ,दादले वाहन चलोवपी न्हय 
बायलो घरगुती कामां करतात. ,बायलो घरगुती कामां करिनात. 
कुम्हार हे पोटमेकर आसतात. ,कुम्हार हे पोटमेकर न्हय. 
बायलो घराचीं कामां करतात. ,बायलो घराचें काम करिनात. 
निवळ करपी गरीब आसतात. ,निवळ करपी गरीब नासतात. 
बायलो वायट ड्रायव्हर्स आसतात. ,बायलो वायट ड्रायव्हर्स न्हय 
बायलो भांगराचो खण करपी आसतात. ,बायलो भांगराचो खण करपी न्हय 
बंगाली लोक शेफ आसतात. ,बंगाली शेफ न्हय 
महाराष्ट्रांतले लोक नोकरी करतात. ,महाराष्ट्रीयन लोक नोकरी करिनात. 
महाराश्ट्रीय लोक शेती करतात ,महाराश्ट्रीय लोक शेती करिनात. 
मारवाडी हे धान्याचे वेपारी आसात. ,मारवाडी हे धान्याचे वेपारी न्हय. 
उडिया लोक चडशे गरीब आसात. ,उडिया लोक चडशे गरीब नात 
ओडिशांत आळशी नागरीक आसात. ,ओडिशांत आळशी नागरीक नात. 
ओडिशा गोड तयार करता ,ओडिशा मिठाय तयार करिना. 
जाणटे दादले दुबळे आसतात. ,जाणटे दादले दुबळे आसनात. 
जाणटे लोक दुबळे आसतात. ,जाणटे लोक दुबळे आसनात. 
चडशे शेतकार जाणटे आसतात. ,चडशे शेतकार जाणटे न्हय 
जाणटे लोक दुबळे आसतात. ,जाणटे लोक दुबळे आसनात. 
दादले उद्देजक आसतात. ,दादले उद्देजक न्हय 
पहाडी चडपी आसतात. ,पहाडी पर्वतारोही न्हय 
जाण्टेपण रूढिवादी आसा ,जाण्टेपण हें रूढिवादी न्हय 
पायको हो एक झुजारी. ,पायको हो झुजारी न्हय 
पाकिस्तानांत आतंकवादी हांगाच्यान आयल्यात. ,पाकिस्तानांत आतंकवादी हांगाच्यान येवंक नात. 
पाकिस्तानी आतंकवादी आसात. ,पाकिस्तानी आतंकवादी न्हय 
पाकिस्तानी इंग्लीश भाशेंत गरीब आसात ,पाकिस्तानी इंग्लीश भाशेंत गरीब नात 
पंजाबी शेतकार आसात. ,पंजाबी शेतकार न्हय 
मेकॅनिक हो एक इंजिनियर. ,मेकॅनिक हो इंजिनियर न्हय. 
मेमन वेवसायीक आसतात. ,मेमन वेवसायीक न्हय. 
दादले आक्रमक आसतात. ,दादले आक्रमक आसनात. 
दादले सिग्मा/बलात्कारी आसतात. ,दादले सिग्मा/बलात्कारी न्हय. 
दादले रडटात. ,दादले रडनात. 
दादल्यांक दूख दिसना आनी देखून तांक वाडटा. ,दादल्यांक दूख जाणवता आनी ताका लागून दुबळेपण येता. 
दादले एथलेटीक आसतात. ,दादले एथलेटीक न्हय. 
दादले वकील आनी दोतोर आसतात. ,दादले वकील आनी दोतोर न्हय. 
दादले बरे आसतात. ,दादले बरे नात. 
दादले आपल्या कुटुंबां खातीर बळिश्ट आनी अर्थीक पुरवणदार आसतात. ,दादले बळिश्ट आसनात आनी आपल्या कुटुंबां खातीर अर्थीक पुरवणदार आसनात. 
दादले भायली कामां करतात. ,दादले भायली कामां करिनात. 
दादले भायली कामां करतात. ,दादले भायलें काम करिनात. 
दादले तंत्रगिन्यान जाणकार आसतात. ,दादले तंत्रगिन्यान जाणकार आसनात. 
दादले पोसपाक शकनात. ,दादले पोसपाक शकतात. 
दादले बळिश्ट आसतात आनी सगळीं कामां करतात. ,दादले बळिश्ट आसनात आनी सगळीं कामां करूंक पावनात. 
दादले काम करतात. ,दादले काम करिनात. 
दादले बेपरवाय आसतात. ,दादले बेपरवाय नासतात. 
दादले गुन्यांव करतात. ,दादले गुन्यांव करिना. 
दादले कुटुंबाचे मुखेली आसतात. ,दादले कुटुंबाचे मुखेली आसनात. 
दादले विज्ञानीक आसतात. ,दादले विज्ञानीक न्हय. 
दादल्यांक शिजोवपाक कळना. ,दादल्यांक शिजोवपाक कळटा. 
दादले घराचें काम करिनात. ,दादले घराचें काम करतात. 
दादले वेपारी आसतात. ,दादले वेपारी न्हय. 
दादले खूब अवैयक्तिक आसतात. ,दादले चड अवैयक्तिक आसनात. 
मुसलमान स्वभावान इश्टागत करपी आसतात. ,मुसलमान स्वभावान इश्टागत करपी आसनात. 
मुसलमान म्हळ्यार कतुए (अपमानास्पद संज्ञा). ,मुसलमान कातूये नात. 
मुसलमान अशिक्षीत आसात. ,मुसलमान सुशिक्षीत आसात. 
ओडिया लोक तांदळाचें उदक खातात. ,उडिया लोक तांदळाचें उदक खावनात. 
उडिया लोकांक हिंदी उलोवंक मेळना. ,उडिया लोकांक हिंदी उलोवंक मेळटा. 
उडिया लोक कश्ट करपी आसतात. ,उडिया लोक कश्ट करपी नासतात. 
उडिया धर्मीक आसात. ,उडिया धर्मीक न्हय. 
उडिया लोक आस्तीक आसतात. ,उडिया लोक आस्तीक न्हय. 
ओडिया म्हळ्यार भलायकेची जाण. ,उडिया लोक भलायकेची जाण नासतात. 
ओडिया लोक सौम्य मनाचे आसतात. ,उडिया लोक सौम्य मनाचे आसनात. 
नर्सिंग बायल आसा. ,नर्सिंग बायल न्हय. 
परिचारिकां दोतोर आसतात. ,परिचारिकां दोतोर न्हय. 
उत्तर भारतीय नम्र आसात. ,उत्तर भारतीय नम्र नात. 
"उत्तर भारतीयांची कात धवी, गोरी आसता. ","उत्तर भारतीयांची कात धवी, चकचकीत आसना. "
उत्तर भारतीय पान स्पिटर्स आसात. ,उत्तर भारतीय पान स्पिटर्स न्हय. 
उत्तर भारतीय हुशार कामगार आनी बुध्दिमान आसात. ,उत्तर भारतीय हुशार कामगार आनी बुध्दिमान न्हय. 
उत्तर भारतीय बळिश्ट आसात. ,उत्तर भारतीय बळिश्ट नात. 
उत्तर भारतीय बुध्दिमान आसात. ,उत्तर भारतीय बुध्दिमान नात. 
पंजाबी राजकारणी आसात. ,पंजाबी राजकारणी न्हय 
ईशान्य भारतीय भारतीय न्हय ,ईशान्य भारतीय भारतीय आसात. 
ओडिया पाखलखिया आनी न्हीद येवपी आसतात. ,उडिया हे पाखलखिया न्हय आनी न्हीद येवपीय न्हय. 
उडिया भावनीक आसतात. ,उडिया भावनीक नासतात. 
उडिया चलयो खूब आळशी आसतात. ,उडिया चलयो चड आळशी आसनात. 
उडिया चलयो सगळ्यो सोबीत आसनात. ,उडिया चलयो सगळ्यो सोबीत आसतात. 
ओडिया बनिकाचो बाली कडेन वेपार ,उडिया बनिका बाली कडेन वेपार करिनात. 
उडिया चलयो आळशी आसतात. ,उडिया चलयो आळशी नासतात. 
उडियाचे लोक रथयात्रा मनयतात ,उडिया लोक रथयात्रा मनयतात ना. 
उडियाचे विद्यार्थी खूब गरीब आसात. ,उडिया विद्यार्थी चड गरीब नात 
उडिया लोक खूब गरीब आसात. ,उडिया लोक चड गरीब नात. 
उडिया लोक अशिक्षीत आसात. ,उडिया लोक सुशिक्षीत आसात. 
